"Object";"Program";"Line";"Status";"RPO"
"LIBOZMINERALS.U_GETNEXTCODE";"LIBOZMINERALS.UTILS.TLPP";"744";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETSIGLAMODULOPROTHEUS";"LIBOZMINERALS.UTILS.TLPP";"607";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETSTRALIASFIELDS";"LIBOZMINERALS.UTILS.TLPP";"566";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETUSERCODE";"LIBOZMINERALS.USERS.TLPP";"173";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETUSERCODEINPROTHEUS";"LIBOZMINERALS.USERS.TLPP";"297";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETUSERCODESTARTJOB";"LIBOZMINERALS.USERS.TLPP";"276";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETUSERGROUPS";"LIBOZMINERALS.USERS.TLPP";"526";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETUSERJOBROLE";"LIBOZMINERALS.USERS.TLPP";"420";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETUSERLOGIN";"LIBOZMINERALS.USERS.TLPP";"333";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETUSERNAME";"LIBOZMINERALS.USERS.TLPP";"561";"NoAuth";"Custom"
"LIBOZMINERALS.U_GETUSERSENVIRONMENT";"LIBOZMINERALS.USERS.TLPP";"635";"NoAuth";"Custom"
"LIBOZMINERALS.U_ISAMBPRODUCTION";"LIBOZMINERALS.UTILS.TLPP";"29";"NoAuth";"Custom"
"LIBOZMINERALS.U_ISINJOB";"LIBOZMINERALS.UTILS.TLPP";"395";"NoAuth";"Custom"
"LIBOZMINERALS.U_POSVALIDCONFIGJOB";"LIBOZMINERALS.RUNJOB.TLPP";"470";"NoAuth";"Custom"
"LIBOZMINERALS.U_PREPAREENVIRONMENT";"LIBOZMINERALS.RUNJOB.TLPP";"751";"NoAuth";"Custom"
"LIBOZMINERALS.U_RESETENVIRONMENT";"LIBOZMINERALS.RUNJOB.TLPP";"825";"NoAuth";"Custom"
"LIBOZMINERALS.U_RUNJOB";"LIBOZMINERALS.RUNJOB.TLPP";"31";"NoAuth";"Custom"
"LIBOZMINERALS.U_SHOWLOGINCONSOLE";"LIBOZMINERALS.UTILS.TLPP";"427";"NoAuth";"Custom"
"LIBOZMINERALS.U_TSTSHOWCONSOLE";"LIBOZMINERALS.UTILS.TLPP";"519";"NoAuth";"Custom"
"LINHA";"RT34WS01.PRW";"0";"NoAuth";"Custom"
"LJCUSTOMER";"LJCUSTOMER.PRW";"0";"Prod";"Default"
"LJCUSTOMERFIDELITYCORE";"LJCUSTOMERFIDELITYCORE.PRW";"0";"Prod";"Default"
"LJCUSTOMERFIDELITYCORE";"LJCUSTOMERFIDELITYCORE.PRW";"4";"Prod";"Default"
"MAKECUSTOMFIELD";"HTMLLIB.PRG";"1099";"Prod";"Default"
"MTCUSTOMER";"WSMAT030.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET";"WSMAT415.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_ARRAYOFBRWHEADER";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_ARRAYOFBUDGETHEADERVIEW";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_ARRAYOFBUDGETITENSVIEW";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_ARRAYOFUSERFIELD";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_BRWHEADER";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_BUDGETHEADERVIEW";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_BUDGETITENSVIEW";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_BUDGETVIEW";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERBUDGET_USERFIELD";"WSCLIENT_WSMTCUSTOMERBUDGET.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE";"WSMAT_NF.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_ARRAYOFBILLVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_ARRAYOFBRWHEADER";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_ARRAYOFGENERICSTRUCT";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_ARRAYOFINVOICEHEADERVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_ARRAYOFINVOICEITEMVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_ARRAYOFTAXESVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_ARRAYOFUSERFIELD";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_BILLVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_BRWHEADER";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_GENERICSTRUCT";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_INVOICEHEADERVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_INVOICEITEMVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_INVOICEVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_LOTVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_PURCHASEORDERITEMVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_SALESORDERITEMVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_TAXESVIEW";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERINVOICE_USERFIELD";"WSCLIENT_WSMTCUSTOMERINVOICE.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT";"WSMAT010A.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER";"WSMAT650.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_ARRAYOFBRWHEADER";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_ARRAYOFGOODSMOVEMENTSVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_ARRAYOFPOLOSSVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_ARRAYOFPOREQUIREMENTSVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_ARRAYOFPRODUCTIONORDERVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_ARRAYOFUSERFIELD";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_BRWHEADER";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_GOODSMOVEMENTSVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_LOTVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_POLOSSVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_POREQUIREMENTSVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_PRODUCTIONORDERVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_PRODUCTPOLOSSVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCTIONORDER_USERFIELD";"WSCLIENT_WSMTCUSTOMERPRODUCTIONORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFBILLVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFBRWHEADER";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFEXTERNALINVOICEVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFGENERICSTRUCT";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFINVENTORYCUSTOMERVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFINVENTORYVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFINVOICEHEADERVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFPRICEVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFPRODUCTVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFTAXESVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_ARRAYOFUSERFIELD";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_BILLVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_BRWHEADER";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_EXTERNALINVOICEVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_GENERICSTRUCT";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_INVENTORYCUSTOMERVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_INVENTORYVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_INVOICEHEADERVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_PRICEVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_PRODUCTVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_TAXESVIEW";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERPRODUCT_USERFIELD";"WSCLIENT_WSMTCUSTOMERPRODUCT.PRX";"0";"Prod";"Default"
"MTCUSTOMERREMISSION";"WSMAT_RM.PRW";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER";"WSMAT410.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_ARRAYOFBRWHEADER";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_ARRAYOFGENERICSTRUCT";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_ARRAYOFSALESORDERHEADERVIEW";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_ARRAYOFSALESORDERITEMVIEW";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_ARRAYOFSALESORDERRELEASE";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_ARRAYOFUSERFIELD";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_BRWHEADER";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_GENERICSTRUCT";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_SALESORDERHEADERVIEW";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_SALESORDERITEMVIEW";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_SALESORDERRELEASE";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_SALESORDERVIEW";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSALESORDER_USERFIELD";"WSCLIENT_WSMTCUSTOMERSALESORDER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER";"WSMAT040.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_ADDRESSVIEW";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_ARRAYOFBRWHEADER";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_ARRAYOFGENERICSTRUCT";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_ARRAYOFPHONEVIEW";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_ARRAYOFUSERFIELD";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_BRWHEADER";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_GENERICSTRUCT";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_PHONEVIEW";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_SELLERVIEW";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMERSELLER_USERFIELD";"WSCLIENT_WSMTCUSTOMERSELLER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_ADDRESSVIEW";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_ARRAYOFADDRESSVIEW";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_ARRAYOFBRWHEADER";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_ARRAYOFGENERICSTRUCT";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_ARRAYOFPHONEVIEW";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_ARRAYOFUSERFIELD";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_BRWHEADER";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_CUSTOMERVIEW";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_GENERICSTRUCT";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_PHONEVIEW";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTCUSTOMER_USERFIELD";"WSCLIENT_WSMTCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER";"WSMAT030.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_ADDRESSVIEW";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_ARRAYOFADDRESSVIEW";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_ARRAYOFBRWHEADER";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_ARRAYOFGENERICSTRUCT";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_ARRAYOFGENERICVIEW2";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_ARRAYOFPHONEVIEW";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_ARRAYOFUSERFIELD";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_BRWHEADER";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_CUSTOMERVIEW";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_GENERICSTRUCT";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_GENERICVIEW2";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_PHONEVIEW";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSELLERCUSTOMER_USERFIELD";"WSCLIENT_WSMTSELLERCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER";"WSMAT030.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_ADDRESSVIEW";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_ARRAYOFADDRESSVIEW";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_ARRAYOFBRWHEADER";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_ARRAYOFGENERICSTRUCT";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_ARRAYOFGENERICVIEW2";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_ARRAYOFPHONEVIEW";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_ARRAYOFUSERFIELD";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_BRWHEADER";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_CUSTOMERVIEW";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_GENERICSTRUCT";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_GENERICVIEW2";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_PHONEVIEW";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"MTSYSTEMCUSTOMER_USERFIELD";"WSCLIENT_WSMTSYSTEMCUSTOMER.PRX";"0";"Prod";"Default"
"NGI8CUSTOM";"NGIND008.PRW";"2380";"Prod";"Default"
"OA4500041_AJUSTACUSTOMEDIO";"OFIA450.PRW";"324";"Prod";"Default"
"OA4500051_ZERACUSTOMEDIO";"OFIA450.PRW";"369";"Prod";"Default"
"ORESTSE2";"RT06WS01.PRW";"0";"NoAuth";"Custom"
"PAGAMENTO";"RT99WS03.PRW";"0";"NoAuth";"Custom"
"PAGAMENTOS";"RT99WS03.PRW";"0";"NoAuth";"Custom"
"PC.SALESORDERS.CREATETEMPTBCUSTOMERS";"PC.SALESORDERS.DATA.PROTHEUS.TLPP";"505";"Prod";"Default"
"PC.UTIL.SETCUSTOMERINARRAY";"PC.UTIL.DATA.TLPP";"80";"Prod";"Default"
"PCPMCUSTOM";"PCPMCUSTOM.PRW";"13";"Prod";"Default"
"PORTAL.CLIENTE.CUSTOMER.CHANGEPASSWORD";"PC.CUSTOMERS.CONTROLLER.TLPP";"79";"Prod";"Default"
"PORTAL.CLIENTE.CUSTOMER.CUSTOMERDATAPROTHEUS";"PC.CUSTOMERS.DATA.PROTHEUS.TLPP";"0";"Prod";"Default"
"PORTAL.CLIENTE.CUSTOMER.CUSTOMERSERVICE";"PC.CUSTOMERS.SERVICE.TLPP";"0";"Prod";"Default"
"PORTAL.CLIENTE.CUSTOMER.GETCUSTOMERS";"PC.CUSTOMERS.CONTROLLER.TLPP";"25";"Prod";"Default"
"PORTAL.CLIENTE.CUSTOMER.GETVERSION";"PC.CUSTOMERS.CONTROLLER.TLPP";"154";"Prod";"Default"
"PORTAL.CLIENTE.CUSTOMER.RECOVERYPASSWORD";"PC.CUSTOMERS.CONTROLLER.TLPP";"123";"Prod";"Default"
"PORTAL.CLIENTE.UTIL.BRANCHESOFCUSTOMER";"PC.BRANCHESOFCUSTOMER.TLPP";"20";"Prod";"Default"
"PORTAL.CLIENTE.UTIL.BRANCHESTOCUSTOMERFORTABLE";"PC.FORMATTERCUSTOMERS.TLPP";"126";"Prod";"Default"
"PORTAL.CLIENTE.UTIL.CREATETEMPORARYCUSTOMERS";"PC.FORMATTERCUSTOMERS.TLPP";"19";"Prod";"Default"
"PORTAL.CLIENTE.UTIL.DESTROYTEMPORARYCUSTOMERS";"PC.FORMATTERCUSTOMERS.TLPP";"104";"Prod";"Default"
"PORTAL.CLIENTE.UTIL.POPULATEBRANCHESTOCUSTOMER";"PC.FORMATTERCUSTOMERS.TLPP";"144";"Prod";"Default"
"PORTAL.CLIENTE.UTIL.VALIDCUSTOMERS";"PC.VALIDCUSTOMERS.TLPP";"26";"Prod";"Default"
"PRODUCTCUSTOMERVIEW";"WSMATSTRUCT.PRX";"0";"Prod";"Default"
"REGISTROS";"RT34WS01.PRW";"0";"NoAuth";"Custom"
"REST_CENTROCUSTO";"APICTT01.PRW";"0";"NoAuth";"Custom"
"REST_CLASSEVALOR";"APICTH01.PRW";"0";"NoAuth";"Custom"
"REST_CONDPAGTO";"APISE401.PRW";"0";"NoAuth";"Custom"
"REST_CONTASRECEBER";"APISE101.PRW";"0";"NoAuth";"Custom"
"REST_CUSTOMERCREDITLIMIT";"FATS900.PRW";"0";"Prod";"Default"
"REST_CUSTOMERVENDOR";"MATS030.PRW";"0";"Prod";"Default"
"REST_DOCUMENTOS";"APIDOC01.PRW";"0";"NoAuth";"Custom"
"REST_FILIAIS";"APIZR201.PRW";"0";"NoAuth";"Custom"
"REST_FORNECEDORES";"APISA201.PRW";"0";"NoAuth";"Custom"
"REST_GRUPOPROD";"APISBM01.PRW";"0";"NoAuth";"Custom"
"REST_ITEMCONTABIL";"APICTD01.PRW";"0";"NoAuth";"Custom"
"REST_OZ02W02";"OZ02W02.PRW";"0";"NoAuth";"Custom"
"REST_OZ04W02";"OZ04W02.PRW";"0";"NoAuth";"Custom"
"REST_OZ05W02";"OZ05W02.PRW";"0";"NoAuth";"Custom"
"REST_PEDCOMPRAS";"APISC701.PRW";"0";"NoAuth";"Custom"
"REST_PEDVENDAS";"APISC501.PRW";"0";"NoAuth";"Custom"
"REST_PRODUTOS";"APISB101.PRW";"0";"NoAuth";"Custom"
"REST_REGDELETADOS";"APIZR401.PRW";"0";"NoAuth";"Custom"
"REST_SALDOESTOQUE";"APISB201.PRW";"0";"NoAuth";"Custom"
"REST_SOLCOMPRAS";"APISC101.PRW";"0";"NoAuth";"Custom"
"REST_SVCUSTOMSERVICE";"FWSMARTVIEWCUSTOMSERVICE.PRW";"0";"Prod";"Default"
"REST_UNIDADEMEDIDA";"APISAH01.PRW";"0";"NoAuth";"Custom"
"REST_USUARIOS";"APIZR301.PRW";"0";"NoAuth";"Custom"
"RETURNCUSTOMER";"INTEGRATION_PROTHEUS_SIAC.PRW";"0";"Prod";"Default"
"SHPCUSTOMER";"SHPCUSTOMER.PRW";"0";"Prod";"Default"
"SIGAMATNFSE";"NFSECUSTOM.PRW";"0";"Prod";"Default"
"STBCGCDIGVERIFICADOR";"STBINCCUSTOMER.PRW";"169";"Prod";"Default"
"STBVALIDCLIPAD";"STWCUSTOMERSELECTION.PRW";"129";"Prod";"Default"
"STBVLDCGC";"STBINCCUSTOMER.PRW";"17";"Prod";"Default"
"STBVLDRETCLI";"STBINCCUSTOMER.PRW";"144";"Prod";"Default"
"STDCUSTOMERDATA";"STDSEARCHCOSTUMER.PRW";"308";"Prod";"Default"
"STDFILPBCUSTOMERDATA";"STDSEARCHCOSTUMER.PRW";"485";"Prod";"Default"
"STICONFCUSTOMER";"STIINCCUSTOMER.PRW";"421";"Prod";"Default"
"STICUSTOMERSELECTION";"STICUSTOMERSELECTION.PRW";"29";"Prod";"Default"
"STIFILCUSTOMERDATA";"STICUSTOMERSELECTION.PRW";"384";"Prod";"Default"
"STIINCCUSTOMER";"STIINCCUSTOMER.PRW";"28";"Prod";"Default"
"STIPANCUSTOMERSELECTION";"STICUSTOMERSELECTION.PRW";"63";"Prod";"Default"
"STRUCTCUSTOMER";"INTEGRATION_PROTHEUS_SIAC.PRW";"0";"Prod";"Default"
